"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp"
"1","Plac8",6.97293059491577e-76,-3.47078580226309,0.058,0.387,1.1176213157531e-71,"Untreated"
"2","Gbp2b",5.10841957573408e-53,-3.11748269951419,0.072,0.44,8.18777489598659e-49,"Untreated"
"3","Gbp2",1.11214036732086e-42,-1.84767459912127,0.192,0.568,1.78253858074187e-38,"Untreated"
"4","Ifi47",2.15336757466416e-35,-1.66489075360115,0.174,0.606,3.45141754867171e-31,"Untreated"
"5","Acod1",1.79703605679675e-33,-1.88142259990373,0.069,0.295,2.88028939183384e-29,"Untreated"
"6","Btg1",1.51814015502959e-32,-1.02620697316217,0.717,0.942,2.43327504048143e-28,"Untreated"
"7","Arpc4",1.61936084725062e-31,-1.79042879235936,0.123,0.548,2.5955115659733e-27,"Untreated"
"8","Cxcl2",1.68363464334702e-31,-1.33874204647389,0.091,0.302,2.6985296063566e-27,"Untreated"
"9","B2m",3.06781567391781e-29,-0.993134057625507,0.565,0.905,4.91709496215547e-25,"Untreated"
"10","Ifi204",4.7357417960548e-29,-1.50134723154121,0.101,0.5,7.59044695071663e-25,"Untreated"
"11","Cxcr4",2.80444518304793e-28,-1.19438075253682,0.446,0.823,4.49496473938922e-24,"Untreated"
"12","Cblb",8.62256800816407e-28,-1.37429993454235,0.199,0.643,1.38202520034854e-23,"Untreated"
"13","Igtp",1.78623396839538e-27,-2.02154798142968,0.138,0.493,2.86297580454411e-23,"Untreated"
"14","Irf1",2.58972272133877e-26,-1.29963800877149,0.504,0.826,4.15080757776178e-22,"Untreated"
"15","mt-Nd1",7.41135416869372e-26,-1.27799413987451,0.246,0.667,1.18789184615823e-21,"Untreated"
"16","Gbp5",1.9076839127566e-24,-1.67425212351597,0.08,0.353,3.05763577536628e-20,"Untreated"
"17","Nfatc3",2.00415090687743e-24,-1.06749589341524,0.221,0.652,3.21225307354314e-20,"Untreated"
"18","Parp14",5.15295132309654e-23,-1.26636866662087,0.149,0.493,8.25915038065914e-19,"Untreated"
"19","Cd274",5.52015654846337e-23,-1.21551718811349,0.17,0.496,8.84770691587709e-19,"Untreated"
"20","Ly6e",6.18666951709646e-23,-1.22510118091684,0.275,0.556,9.91599390200221e-19,"Untreated"
"21","Tab2",1.61695867884723e-22,-0.940493664978625,0.239,0.668,2.59166137045635e-18,"Untreated"
"22","Ube2d3",2.41436234961165e-22,-0.919107181646551,0.178,0.571,3.86973997395755e-18,"Untreated"
"23","Eif3f",5.19490694172394e-22,-0.935927054921851,0.29,0.719,8.32639684619513e-18,"Untreated"
"24","Irgm1",7.8849827763306e-22,-1.20443881257238,0.181,0.508,1.26380503939027e-17,"Untreated"
"25","Gbp4",1.86950338622742e-21,-1.08216343061773,0.246,0.641,2.9964400274453e-17,"Untreated"
"26","Capza2",2.33908475524143e-21,-1.29796185914526,0.098,0.438,3.74908504570097e-17,"Untreated"
"27","Ncoa6",5.60918223746558e-21,-1.38641550076402,0.051,0.359,8.99039729020984e-17,"Untreated"
"28","Hipk1",6.19193688835618e-21,-0.850279119050784,0.457,0.829,9.92443644465728e-17,"Untreated"
"29","Arpc2",6.42432249245422e-21,-0.957490305616054,0.261,0.685,1.02969040909056e-16,"Untreated"
"30","Dennd4a",1.28940275386553e-20,-1.18915268862105,0.178,0.543,2.06665473389567e-16,"Untreated"
"31","Rtp4",1.35861919222749e-20,-1.67442823133169,0.069,0.312,2.17759484130222e-16,"Untreated"
"32","Gbp9",1.46674037950496e-20,-1.74062516624734,0.065,0.363,2.35089148027055e-16,"Untreated"
"33","Rab5c",2.01001049481387e-20,-0.8942162264261,0.261,0.686,3.22164482108768e-16,"Untreated"
"34","Isg15",4.03167449667357e-20,-0.906736580249986,0.127,0.355,6.4619678832684e-16,"Untreated"
"35","Hspa8",5.90233149092103e-20,-0.915570973359284,0.417,0.814,9.46025691364823e-16,"Untreated"
"36","Nedd9",7.67569063902035e-20,-0.975436571534175,0.174,0.535,1.23025969562218e-15,"Untreated"
"37","Gbp3",9.6446162428459e-20,-1.16758227922556,0.138,0.433,1.54583909140334e-15,"Untreated"
"38","Capza1",1.15159649048382e-19,-0.852643893132903,0.163,0.523,1.84577885494747e-15,"Untreated"
"39","Irgm2",1.26620404528471e-19,-1.58924733284706,0.094,0.375,2.02947184378234e-15,"Untreated"
"40","Ascc3",1.26831124242912e-19,-0.650144443985522,0.181,0.549,2.0328492593654e-15,"Untreated"
"41","Selenot",1.27711347712157e-19,-0.794058902166196,0.185,0.564,2.04695748113045e-15,"Untreated"
"42","Fbxl5",1.35542154966265e-19,-0.607244070462423,0.203,0.469,2.17246965979929e-15,"Untreated"
"43","Tnks2",1.56783124619844e-19,-0.684818555624427,0.217,0.628,2.51291992140687e-15,"Untreated"
"44","Rnf213",3.3989478445029e-19,-0.953839325479743,0.138,0.44,5.44783360516926e-15,"Untreated"
"45","Psmc5",6.48779269572824e-19,-0.884774033165854,0.17,0.535,1.03986341327132e-14,"Untreated"
"46","Naa20",6.57864478930623e-19,-1.64637921718157,0.047,0.334,1.05442518683e-14,"Untreated"
"47","Irf9",6.95667682196424e-19,-1.01317251162104,0.185,0.53,1.11501616102443e-14,"Untreated"
"48","Prkch",1.07284487631307e-18,-0.948701326185431,0.264,0.647,1.71955576775459e-14,"Untreated"
"49","Ccr5",1.18439046254332e-18,-1.48496434786674,0.087,0.39,1.89834103336443e-14,"Untreated"
"50","Eif4a1",1.39196873442e-18,-0.854312395355067,0.217,0.595,2.23104748752837e-14,"Untreated"
"51","Sumo2",1.52214638129048e-18,-1.47050818053237,0.08,0.379,2.43969621993238e-14,"Untreated"
"52","Gpr65",2.5346528701488e-18,-1.10323882489907,0.112,0.432,4.06254162027449e-14,"Untreated"
"53","H3f3b",3.15491538836419e-18,-0.709957282663436,0.493,0.856,5.05669838447012e-14,"Untreated"
"54","Dynll1",4.44810853534413e-18,-0.952748608518287,0.134,0.473,7.12942836044958e-14,"Untreated"
"55","Stat1",6.79839052252898e-18,-0.819414590252888,0.486,0.779,1.08964603295095e-13,"Untreated"
"56","Bsg",7.20769693757391e-18,-1.31448452049864,0.072,0.356,1.15524966515435e-13,"Untreated"
"57","Gabarap",7.98621449257106e-18,-0.862294764578702,0.141,0.466,1.28003045886929e-13,"Untreated"
"58","Elovl5",1.01117938205274e-17,-0.83653452889298,0.199,0.569,1.62071831355414e-13,"Untreated"
"59","Ubald2",1.07941021082992e-17,-0.766317954399919,0.424,0.799,1.73007868591819e-13,"Untreated"
"60","Eif2s1",1.23237048741592e-17,-1.04220382858625,0.094,0.404,1.97524341723024e-13,"Untreated"
"61","Tnfrsf1b",1.48289687753926e-17,-0.846913653546316,0.384,0.738,2.37678711531993e-13,"Untreated"
"62","Nsa2",1.55269979115232e-17,-0.935580779446627,0.069,0.355,2.48866722525894e-13,"Untreated"
"63","Sp140",1.59498234068679e-17,-1.38792390794935,0.065,0.28,2.55643769565279e-13,"Untreated"
"64","Eif3a",1.67420968145846e-17,-1.1448257738135,0.094,0.395,2.68342327744162e-13,"Untreated"
"65","Rbms1",1.83321294724176e-17,-0.736025718227808,0.228,0.588,2.9382737118391e-13,"Untreated"
"66","Ccl5",1.96283975921557e-17,-0.983511039161074,0.232,0.457,3.14603956607072e-13,"Untreated"
"67","Lta4h",3.10019938896351e-17,-1.14163116788083,0.141,0.463,4.96899958063071e-13,"Untreated"
"68","Wac",3.21341307420198e-17,-0.993988397084809,0.152,0.471,5.15045847533094e-13,"Untreated"
"69","Cd69",3.30581060613951e-17,-1.19664116919955,0.304,0.643,5.2985532395204e-13,"Untreated"
"70","H2-Q7",3.69884146798564e-17,-0.666436097508063,0.391,0.777,5.92850310488739e-13,"Untreated"
"71","Gdi2",4.71449290170957e-17,-0.797859975762095,0.178,0.526,7.5563892228601e-13,"Untreated"
"72","Ubac2",4.87656950817752e-17,-1.01551906505053,0.156,0.499,7.81616560770693e-13,"Untreated"
"73","Psme1",5.00660633687237e-17,-0.718053490005477,0.475,0.821,8.02458863673904e-13,"Untreated"
"74","Emsy",6.2265555524944e-17,-1.18540469020411,0.08,0.378,9.97992323953802e-13,"Untreated"
"75","Hint1",6.35160459245254e-17,-1.22455779129207,0.094,0.379,1.01803518407829e-12,"Untreated"
"76","Ifi211",6.85655771668226e-17,-0.996073045439874,0.087,0.36,1.09896907082983e-12,"Untreated"
"77","Elf1",7.65639209399151e-17,-0.674861068787375,0.315,0.704,1.22716652482496e-12,"Untreated"
"78","Degs1",7.88340128369718e-17,-1.02672301197983,0.116,0.413,1.26355155775098e-12,"Untreated"
"79","Fbxo33",8.56573765457191e-17,-0.967269789702498,0.123,0.431,1.37291643127479e-12,"Untreated"
"80","H2-K1",1.01965411206414e-16,-0.670939782364614,0.859,0.992,1.6343016108164e-12,"Untreated"
"81","Ep400",1.0409526517342e-16,-0.783704230058516,0.207,0.564,1.66843891019957e-12,"Untreated"
"82","Tomm22",1.05739803092553e-16,-0.781287233058465,0.105,0.41,1.69479756396745e-12,"Untreated"
"83","Kmt2c",1.14269500479088e-16,-0.918531868138521,0.109,0.413,1.83151155367883e-12,"Untreated"
"84","Tle4",1.25169163490997e-16,-1.1411817588508,0.091,0.372,2.00621135243369e-12,"Untreated"
"85","Gpr171",1.47608741647535e-16,-1.14248141793146,0.112,0.406,2.3658729111267e-12,"Untreated"
"86","Ctsw",1.56509167518694e-16,-1.39661571269997,0.17,0.473,2.50852893698963e-12,"Untreated"
"87","Tnfaip3",1.5693961379484e-16,-0.705126436545003,0.786,0.942,2.5154281299037e-12,"Untreated"
"88","Ide",1.59047835973817e-16,-0.850830135759316,0.149,0.477,2.54921871498834e-12,"Untreated"
"89","Gnb2",2.10634701590276e-16,-0.79048208249962,0.225,0.583,3.37605299708895e-12,"Untreated"
"90","Canx",2.27659136952897e-16,-0.68907989158087,0.17,0.501,3.64892064708104e-12,"Untreated"
"91","Gbp7",2.70635427318518e-16,-0.59642254038515,0.196,0.518,4.33774462906121e-12,"Untreated"
"92","Sept11",2.72597069780117e-16,-0.862666443853475,0.196,0.537,4.36918583443572e-12,"Untreated"
"93","Crebbp",3.01764696094424e-16,-0.710928116514394,0.228,0.584,4.83668454900143e-12,"Untreated"
"94","Tapbpl",3.17964710555462e-16,-0.727312578224562,0.149,0.447,5.09633838078295e-12,"Untreated"
"95","Pcbp2",3.25155354250462e-16,-0.647998678916704,0.221,0.592,5.2115900179264e-12,"Untreated"
"96","Efhd2",3.28651721064091e-16,-0.707025477909311,0.232,0.572,5.26762978521525e-12,"Untreated"
"97","Panx1",4.0353811330469e-16,-1.6557227006631,0.072,0.336,6.46790888004758e-12,"Untreated"
"98","Taldo1",4.5929563001363e-16,-0.737429722506218,0.25,0.591,7.36159035785846e-12,"Untreated"
"99","Cers2",4.63470334037128e-16,-0.739518572233573,0.181,0.503,7.42850251394709e-12,"Untreated"
"100","Ankhd1",4.67254328845344e-16,-0.799384638811502,0.101,0.397,7.48915238273318e-12,"Untreated"
"101","Aim2",5.19138037781801e-16,-1.12511800352147,0.091,0.371,8.3207444695667e-12,"Untreated"
"102","S1pr4",5.75298459573288e-16,1.17244945829629,0.786,0.788,9.22088371004066e-12,"Untreated"
"103","Vdac2",6.36449991427475e-16,-1.01644881971854,0.094,0.364,1.02010204625996e-11,"Untreated"
"104","Klf2",7.29075292394029e-16,0.871228985787528,0.866,0.833,1.16856187864915e-11,"Untreated"
"105","Birc3",8.0691632903642e-16,-0.692339932261255,0.25,0.571,1.29332549217957e-11,"Untreated"
"106","Smarca5",8.07109359443469e-16,-0.856649561201142,0.149,0.469,1.29363488131599e-11,"Untreated"
"107","mt-Nd3",8.85234991015373e-16,-1.58408995166571,0.08,0.337,1.41885464359944e-11,"Untreated"
"108","Ubxn4",9.04423443851117e-16,-0.538413588579722,0.243,0.614,1.44960989580457e-11,"Untreated"
"109","Icam1",9.70696485027841e-16,-0.877771657099485,0.141,0.425,1.55583232620262e-11,"Untreated"
"110","Serpina3g",9.77472065909976e-16,-1.89413029602729,0.058,0.272,1.56669222724051e-11,"Untreated"
"111","Ccrl2",1.09255884269046e-15,-0.635577211385904,0.159,0.353,1.75115331306427e-11,"Untreated"
"112","Actr3",1.22812617205236e-15,-0.704599266779273,0.25,0.625,1.96844062856553e-11,"Untreated"
"113","Trim33",1.34215496481427e-15,-1.02448059225392,0.109,0.394,2.15120597760431e-11,"Untreated"
"114","Acin1",1.56727383786268e-15,-0.667010915344851,0.293,0.689,2.51202650732631e-11,"Untreated"
"115","Vps54",1.59285523388055e-15,-0.787173449309584,0.261,0.628,2.55302836886375e-11,"Untreated"
"116","Ccny",1.63983943661565e-15,-0.738466275394967,0.185,0.526,2.62833464900756e-11,"Untreated"
"117","Hnrnpc",1.65015489218032e-15,-0.710005159467568,0.163,0.484,2.64486826118661e-11,"Untreated"
"118","Dcaf11",1.83964477972281e-15,-0.874988238242971,0.116,0.408,2.94858265293972e-11,"Untreated"
"119","Dynlt1f",2.06733343976902e-15,-1.14187547346179,0.065,0.308,3.31352203726179e-11,"Untreated"
"120","Smpdl3a",2.24398486212038e-15,-0.784706686593196,0.188,0.493,3.59665893700655e-11,"Untreated"
"121","Psma7",2.51340768231435e-15,-1.20519365036789,0.069,0.303,4.02848983321344e-11,"Untreated"
"122","Gapvd1",2.61844253156137e-15,-0.729035017154236,0.152,0.448,4.19683968958656e-11,"Untreated"
"123","Herc6",2.88050569137478e-15,-1.10728285266559,0.109,0.337,4.61687452213549e-11,"Untreated"
"124","H2-Q4",2.90478695120205e-15,-0.920142873967511,0.127,0.423,4.65579252538665e-11,"Untreated"
"125","Capzb",3.14328796627623e-15,-0.589404081294192,0.409,0.785,5.03806195234754e-11,"Untreated"
"126","Hnrnpa2b1",3.26321495736634e-15,-0.748598297693355,0.438,0.779,5.23028093366677e-11,"Untreated"
"127","Nrip1",3.41507862751146e-15,-0.951991636990612,0.145,0.45,5.47368802417537e-11,"Untreated"
"128","Psmb8",3.54021440410868e-15,-0.646896265404892,0.547,0.846,5.67425564690539e-11,"Untreated"
"129","Psma3",3.80781841479632e-15,-0.715362336778042,0.156,0.47,6.10317135523554e-11,"Untreated"
"130","Bhlhe40",3.83771813353583e-15,-0.91138570097284,0.471,0.746,6.15109462443123e-11,"Untreated"
"131","Vps13c",4.52078890131319e-15,-0.789039022858727,0.094,0.374,7.24592045102478e-11,"Untreated"
"132","Epb41",4.54038405450771e-15,-0.782058265232501,0.214,0.564,7.27732756256496e-11,"Untreated"
"133","Parp9",4.57857547917435e-15,-0.858084417809108,0.112,0.38,7.33854077802064e-11,"Untreated"
"134","Nampt",4.68239800639094e-15,-1.16571775484923,0.058,0.257,7.50494752464339e-11,"Untreated"
"135","Hif1a",4.7142820060162e-15,-0.732607494760095,0.192,0.523,7.55605119924277e-11,"Untreated"
"136","Adam10",4.88565418126034e-15,-0.561700494549266,0.174,0.501,7.83072652172407e-11,"Untreated"
"137","Chmp4b",4.92089135433867e-15,-0.541878349015337,0.181,0.503,7.88720466273403e-11,"Untreated"
"138","Camk1d",5.108690162368e-15,-0.80311172685247,0.141,0.436,8.18820859224343e-11,"Untreated"
"139","Dtx3l",5.15983474532667e-15,-0.71172429524263,0.21,0.52,8.27018312980958e-11,"Untreated"
"140","Tnfrsf9",5.30828003239748e-15,-1.91815305080946,0.065,0.31,8.50811123592668e-11,"Untreated"
"141","Dars",5.59194750479131e-15,-0.90303938443273,0.149,0.448,8.96277346067951e-11,"Untreated"
"142","Golga5",5.66121300473983e-15,-1.07481666424341,0.051,0.288,9.07379220399701e-11,"Untreated"
"143","Stip1",5.86673684944302e-15,-0.913409224736693,0.156,0.469,9.40320582228727e-11,"Untreated"
"144","Ssr1",5.99951842681113e-15,-0.811061615429474,0.192,0.519,9.61602813449287e-11,"Untreated"
"145","Hivep2",6.02068393287702e-15,-0.722048387144727,0.203,0.545,9.64995220761528e-11,"Untreated"
"146","Cog5",6.05587413150813e-15,-0.724383444992212,0.163,0.477,9.70635505798123e-11,"Untreated"
"147","Samsn1",6.20995047565934e-15,-0.658761452264118,0.279,0.615,9.9533086223868e-11,"Untreated"
"148","Txn1",6.81234530174631e-15,-0.753732757582128,0.217,0.538,1.0918827049639e-10,"Untreated"
"149","Arpp19",6.87822564961252e-15,-1.06749803720296,0.072,0.327,1.1024420071199e-10,"Untreated"
"150","Abcb1a",7.38068503932084e-15,-1.82435707451673,0.025,0.254,1.18297619810234e-10,"Untreated"
"151","Crybg1",8.07852670722562e-15,-0.544798788720357,0.225,0.577,1.29482626063412e-10,"Untreated"
"152","Ptpn22",9.46627114189823e-15,-0.775984180912603,0.431,0.773,1.51725393862345e-10,"Untreated"
"153","Epsti1",9.98820088943565e-15,-0.916635513561762,0.225,0.546,1.60090883855875e-10,"Untreated"
"154","Actr2",1.07217718731058e-14,-0.655981310723228,0.37,0.731,1.7184855958214e-10,"Untreated"
"155","Pum1",1.09617577997322e-14,-0.55393757962607,0.159,0.489,1.75695054014108e-10,"Untreated"
"156","Fam120a",1.11189430584101e-14,-0.523742697993161,0.159,0.481,1.78214419340197e-10,"Untreated"
"157","Nin",1.13238642856323e-14,-0.613216435801228,0.181,0.503,1.81498896770114e-10,"Untreated"
"158","Cyfip2",1.13818501027999e-14,-0.719728357612927,0.424,0.787,1.82428293447676e-10,"Untreated"
"159","Lgals3",1.16358848446694e-14,-0.661857053919825,0.264,0.537,1.86499962290361e-10,"Untreated"
"160","Cnot1",1.17961581856976e-14,-0.640380741408965,0.239,0.592,1.89068823400362e-10,"Untreated"
"161","Rbm22",1.27901759320025e-14,-0.766363449863781,0.134,0.446,2.05000939838136e-10,"Untreated"
"162","Prdm1",1.29268689820985e-14,-0.864297192636063,0.091,0.332,2.07191856045075e-10,"Untreated"
"163","Trim12c",1.36970130987253e-14,-1.71577874174335,0.054,0.279,2.1953572594637e-10,"Untreated"
"164","Lpin2",1.57199906909026e-14,-1.15321896688827,0.08,0.31,2.51960010793787e-10,"Untreated"
"165","Hmg20b",1.72360630454703e-14,-1.25575905030083,0.076,0.321,2.76259618492798e-10,"Untreated"
"166","Psen1",1.76031746582726e-14,-0.673322827529983,0.174,0.463,2.82143683422794e-10,"Untreated"
"167","Psmd8",1.77519882717317e-14,-0.53612233645303,0.127,0.424,2.84528868019316e-10,"Untreated"
"168","Eif3d",1.79311700451001e-14,-0.763943753059465,0.192,0.516,2.87400793482865e-10,"Untreated"
"169","Trim21",1.87531268757698e-14,-0.988892513456892,0.065,0.306,3.00575117564838e-10,"Untreated"
"170","Tiparp",1.88215795707245e-14,-0.733676702605902,0.13,0.38,3.01672277359572e-10,"Untreated"
"171","Pip4p1",1.94173268752911e-14,-0.882008050987014,0.109,0.355,3.11220915157165e-10,"Untreated"
"172","Rraga",1.94850150198278e-14,-0.977592806986676,0.076,0.321,3.123058207378e-10,"Untreated"
"173","Kmt2e",1.98092093915335e-14,-0.57119850435644,0.246,0.614,3.17502008127499e-10,"Untreated"
"174","Shoc2",2.07852814536752e-14,-0.784936771388096,0.091,0.348,3.33146491139505e-10,"Untreated"
"175","Lgals3bp",2.44716425768547e-14,-0.904506660979852,0.185,0.482,3.92231487221827e-10,"Untreated"
"176","Tor1aip1",2.47344117525667e-14,-0.637378984127684,0.29,0.64,3.96443151570138e-10,"Untreated"
"177","Virma",2.48173617399473e-14,-0.705228732326796,0.101,0.367,3.97772673967875e-10,"Untreated"
"178","Uqcrc2",2.66551103030281e-14,-1.03206348085584,0.163,0.458,4.27228107936934e-10,"Untreated"
"179","Wars",2.71948399713411e-14,-1.00877211442559,0.145,0.427,4.35878895060654e-10,"Untreated"
"180","Klrk1",2.78456433394882e-14,-1.74941695787023,0.091,0.327,4.46309971445317e-10,"Untreated"
"181","Snx1",2.95977540067325e-14,-0.771873209959264,0.145,0.429,4.74392801219909e-10,"Untreated"
"182","Atm",3.00652654106333e-14,-0.523468414187987,0.076,0.329,4.81886074001631e-10,"Untreated"
"183","Mgat2",3.60097899483921e-14,-0.553105520414066,0.109,0.378,5.77164913292829e-10,"Untreated"
"184","Rb1cc1",3.6672283738972e-14,-0.82330111342922,0.098,0.386,5.87783363768244e-10,"Untreated"
"185","Epc2",3.86590603959094e-14,-0.80088124259166,0.076,0.326,6.19627420025636e-10,"Untreated"
"186","Zfp36",4.2090848541028e-14,0.986822961128226,0.837,0.838,6.74632120415597e-10,"Untreated"
"187","Suz12",4.23673036791147e-14,-0.731030937522446,0.159,0.466,6.79063143368851e-10,"Untreated"
"188","Morf4l2",4.41350858782704e-14,-1.35765269599819,0.04,0.264,7.07397156456918e-10,"Untreated"
"189","Rae1",4.62096227955393e-14,-0.597612500183641,0.134,0.421,7.40647834166904e-10,"Untreated"
"190","Cdk12",4.64326790313557e-14,-0.697698937341245,0.185,0.501,7.44222979514569e-10,"Untreated"
"191","Gvin1",4.69688172063028e-14,-0.688451492968367,0.254,0.591,7.52816202182621e-10,"Untreated"
"192","Ccl4",4.93036048940342e-14,-1.15960212714395,0.083,0.285,7.9023817924158e-10,"Untreated"
"193","Rnf19b",5.10152895651027e-14,-0.610793228090631,0.308,0.64,8.17673061149467e-10,"Untreated"
"194","Irf8",5.20236835276942e-14,-1.46630640843915,0.101,0.326,8.33835599581882e-10,"Untreated"
"195","Slc25a5",6.06411575326173e-14,-0.830868854404188,0.134,0.41,9.7195647293279e-10,"Untreated"
"196","Txn2",6.09458282855759e-14,-0.707276267087292,0.109,0.385,9.7683973576121e-10,"Untreated"
"197","Sdhaf2",6.15012299953098e-14,-0.577373315821556,0.094,0.338,9.85741714364826e-10,"Untreated"
"198","Mapkap1",6.22581957624045e-14,-0.933399741669876,0.076,0.33,9.97874361679819e-10,"Untreated"
"199","Dynlrb1",6.81149490080928e-14,-0.832476502116706,0.188,0.501,1.09174640270171e-09,"Untreated"
"200","P2ry10",6.82435558982152e-14,-0.575720646493257,0.395,0.757,1.09380771393659e-09,"Untreated"
"201","Hdlbp",7.37774405888974e-14,-0.705257271772812,0.192,0.51,1.18250481775885e-09,"Untreated"
"202","Otud4",7.56118695017671e-14,-0.556233787921455,0.116,0.397,1.21190704437432e-09,"Untreated"
"203","Adora2a",7.56223483872695e-14,-0.55674375740277,0.167,0.467,1.21207499995116e-09,"Untreated"
"204","Dazap2",7.96028290393268e-14,-0.501815634728055,0.214,0.538,1.27587414384233e-09,"Untreated"
"205","Fnbp4",8.0331028400192e-14,-0.602653629802098,0.192,0.512,1.28754572319828e-09,"Untreated"
"206","Nkg7",8.91402423676973e-14,-1.01510136161685,0.254,0.527,1.42873980466945e-09,"Untreated"
"207","Pkm",9.09092745824977e-14,-0.523114813933815,0.304,0.666,1.45709385300827e-09,"Untreated"
"208","Rnf139",9.28174865458473e-14,-0.782537840903021,0.091,0.349,1.48767867435684e-09,"Untreated"
"209","Myl12b",9.60301727199384e-14,-0.611488293102675,0.359,0.724,1.53917160835517e-09,"Untreated"
"210","Rer1",9.7605301734074e-14,-0.697490952910026,0.188,0.51,1.56441777619374e-09,"Untreated"
"211","Pdcd6",9.76305351008542e-14,-0.626721698533767,0.199,0.531,1.56482221659649e-09,"Untreated"
"212","Ms4a6b",9.9622548102455e-14,-0.706077353890144,0.37,0.685,1.59675020098615e-09,"Untreated"
"213","Smarca4",1.03888995410646e-13,-0.55163023176558,0.308,0.678,1.66513281844183e-09,"Untreated"
"214","Nup98",1.06027084763644e-13,-0.581805476628676,0.159,0.448,1.69940211459168e-09,"Untreated"
"215","Ap1m1",1.13732803420884e-13,-0.583171317973225,0.163,0.471,1.82290937322993e-09,"Untreated"
"216","Hip1",1.17385932965877e-13,-1.41968753831751,0.083,0.344,1.88146173357707e-09,"Untreated"
"217","Ctsc",1.24956058804153e-13,-0.679476510025373,0.239,0.476,2.00279571051297e-09,"Untreated"
"218","Lsm12",1.27607759668135e-13,-0.708307389186363,0.12,0.389,2.04529717196086e-09,"Untreated"
"219","Cers6",1.36738317744783e-13,-0.888253172487658,0.098,0.268,2.19164175681338e-09,"Untreated"
"220","Ndrg3",1.433455118289e-13,-0.833701402922285,0.087,0.342,2.2975418635936e-09,"Untreated"
"221","Tent2",1.52880383697168e-13,-1.23305364003614,0.062,0.283,2.4503667898982e-09,"Untreated"
"222","Zbp1",1.5842791033441e-13,-0.587626458369939,0.283,0.569,2.53928254683992e-09,"Untreated"
"223","Lyn",1.6211353305166e-13,-0.996451746835021,0.101,0.251,2.59835570775201e-09,"Untreated"
"224","Pdcd1",1.62943410282291e-13,-2.09105155072442,0.08,0.306,2.61165698000456e-09,"Untreated"
"225","Vamp3",1.65507192608232e-13,-0.676868748279327,0.134,0.408,2.65274928312474e-09,"Untreated"
"226","Tasp1",1.76324289366863e-13,-0.889805168020025,0.069,0.304,2.82612570997208e-09,"Untreated"
"227","Arid1b",2.15730800062729e-13,-0.524526276541821,0.203,0.522,3.45773326340542e-09,"Untreated"
"228","Aldoa",2.17602497508644e-13,-0.555197045544906,0.283,0.618,3.48773283006855e-09,"Untreated"
"229","Tmem33",2.27885894200486e-13,-0.740097024468469,0.091,0.329,3.65255511224538e-09,"Untreated"
"230","Entr1",2.41744415167342e-13,-0.868296634870378,0.138,0.416,3.87467948630216e-09,"Untreated"
"231","Pkn2",2.50010411776544e-13,-0.67045171794177,0.159,0.452,4.00716687995446e-09,"Untreated"
"232","Cbx3",2.55579899925069e-13,-0.81820509596118,0.123,0.393,4.09643463599901e-09,"Untreated"
"233","Acsl5",2.66942463421847e-13,-0.687687582333628,0.214,0.526,4.27855380372537e-09,"Untreated"
"234","Phf11b",2.72144080325491e-13,-1.15059959977991,0.083,0.319,4.36192531945698e-09,"Untreated"
"235","Ncf4",2.77859115901316e-13,-0.551055149364723,0.272,0.595,4.4535259096663e-09,"Untreated"
"236","Il10ra",2.93474116705289e-13,-0.615470236512519,0.181,0.463,4.70380314255237e-09,"Untreated"
"237","Rgs1",2.98193086053657e-13,-0.780456520097115,0.478,0.773,4.77943878326802e-09,"Untreated"
"238","Pde4b",3.00979910514749e-13,-0.732471826224725,0.333,0.618,4.8241060057304e-09,"Untreated"
"239","Mndal",3.04270742528618e-13,-0.533335746839913,0.272,0.599,4.87685146124869e-09,"Untreated"
"240","Prrc2c",3.41905088563317e-13,-0.620148851482139,0.496,0.834,5.48005475949284e-09,"Untreated"
"241","Bst2",3.78990645569232e-13,-0.905344330781192,0.152,0.409,6.07446206718366e-09,"Untreated"
"242","R3hdm1",4.28226210179602e-13,-0.899183337862103,0.098,0.344,6.86360969675866e-09,"Untreated"
"243","Csnk2b",4.32904266708564e-13,-0.632785398261515,0.159,0.45,6.93858958680486e-09,"Untreated"
"244","Entpd1",4.38065347922088e-13,-0.954135834997357,0.087,0.298,7.02131139649523e-09,"Untreated"
"245","Mpc1",4.6943587740673e-13,-1.01189750091313,0.069,0.304,7.52411824307508e-09,"Untreated"
"246","Hmox2",4.8192549479064e-13,-0.729276776609349,0.13,0.391,7.72430183050438e-09,"Untreated"
"247","Mapkapk2",4.96556406767636e-13,-0.503366496329735,0.333,0.66,7.95880608767168e-09,"Untreated"
"248","Akt1",5.13875475685088e-13,-0.660640712465563,0.286,0.618,8.23639612428059e-09,"Untreated"
"249","Kdelr1",5.3815781910805e-13,-0.631556078048253,0.134,0.398,8.62559352466383e-09,"Untreated"
"250","Csk",5.53110943346844e-13,-0.567105453041325,0.399,0.766,8.86526219996322e-09,"Untreated"
"251","Hdac3",5.53790177692691e-13,-1.17194878735839,0.069,0.298,8.87614896805845e-09,"Untreated"
"252","Gimap7",5.80795302579582e-13,-0.715604342040423,0.174,0.452,9.30898710974553e-09,"Untreated"
"253","Atp6v1e1",6.14170418151389e-13,-0.682651228883952,0.152,0.44,9.84392346213047e-09,"Untreated"
"254","Trip11",6.16407927227984e-13,-0.505221799119863,0.127,0.408,9.87978625761012e-09,"Untreated"
